Número Pedido;Data Pedido;Data Desejo Entrega;Nome Produto;Valor Venda;Tipo Pagamento;Nome Cliente;Cidade;Estado;Urgente
252;01/08/2009 20:32;01/08/2009 20:32;Katana;1200;Amex;Christof and Heidi;Barcelona;Catalonia;True
253;01/08/2009 13:34;01/08/2009 13:34;Katana;1200;Visa;Ina;Fayetteville                ;NC;True
254;01/11/2009 13:08;01/11/2009 13:08;Katana;1200;Visa;Lisa;Anse Comeau;Quebec;True
255;01/12/2009 19:04;01/12/2009 19:04;Katana;1200;Visa;Camille and Carmen;Thorlakshofn; ;True
256;01/12/2009 13:41;01/12/2009 13:41;Katana;1200;Visa;Ginger;King City;Ontario;True
257;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Visa;breon;Leighton Buzzard;England;True
258;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Visa;Marion;Umea;Vasterbotten;True
259;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Mastercard;Pia ;Sola;Rogaland;True
260;01/08/2009 13:14;01/08/2009 13:14;Katana;1200;Visa;Dr. Donald;Stockton-on-Tees;England;True
261;01/02/2009 11:41;01/02/2009 11:41;Katana;1200;Mastercard;Rebecca;Berlin;Berlin;True
262;01/07/2009 19:50;01/07/2009 19:50;Katana;1200;Mastercard;Monique;Waldorf                     ;MD;True
263;01/01/2009 20:28;01/01/2009 20:28;Katana;1200;Diners;lilia ;Brooklyn                    ;NY;True
264;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Mastercard;Lainey;Lakeville                   ;MN;True
265;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Mastercard;Charlene ;Vancouver;British Columbia;True
266;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Amex;Fiona;Stamford                    ;CT;True
267;01/02/2009 12:18;01/02/2009 12:18;Katana;1200;Mastercard;burt;Rathfarnham;Dublin;True
268;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Mastercard;Stanford;Howell                      ;MI;True
269;01/06/2009 17:15;01/06/2009 17:15;Katana;1200;Amex;ruth;Encinitas                   ;CA;True
270;01/03/2009 13:56;01/03/2009 13:56;Katana;1200;Visa;Courtney;Atchison                    ;KS;True
271;01/04/2009 07:54;01/04/2009 07:54;Katana;1200;Diners;Anthony;Victor                      ;NY;True
272;01/12/2009 07:28;01/12/2009 07:28;Katana;1200;Visa;Eleanor;Fairbanks                   ;AK;True
273;01/06/2009 15:15;01/06/2009 15:15;Katana;1200;Visa;GAIA;Soro;Vestsjalland;True
274;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Mastercard;Zane;Warlingham;England;True
275;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Mastercard;Beate;Hamburg;Hamburg;True
276;01/06/2009 21:13;01/06/2009 21:13;Katana;1200;Amex;BALA;Accokeek                    ;MD;True
277;01/06/2014 20:48;01/06/2014 20:48;Katana;1200;Visa;Mrs;Sunnyvale                   ;CA;True
278;01/12/2013 19:48;01/12/2013 19:48;Katana;1200;Diners;Vanessa;Ithaca                      ;NY;True
279;01/06/2013 18:48;01/06/2013 18:48;Katana;1200;Amex;Amanda;Houston                     ;TX;True
280;01/12/2012 17:48;01/12/2012 17:48;Katana;1200;Mastercard;alex ;Farmingtn Hls               ;MI;True
281;01/06/2012 16:48;01/06/2012 16:48;Katana;1200;Mastercard;T;Brooklyn                    ;NY;True
282;01/12/2011 15:48;01/12/2011 15:48;Katana;1200;Mastercard;Alva and Martin;Great Falls                 ;VA;True
283;01/06/2011 14:48;01/06/2011 14:48;Katana;1200;Visa;Anett;Gosport;England;True
284;01/12/2010 13:48;01/12/2010 13:48;Katana;1200;Visa;KERRY;Sunnyvale                   ;CA;True
285;01/06/2010 12:48;01/06/2010 12:48;Katana;1200;Visa;DeeDee;Songnae-dong;Soul-t'ukpyolsi;True
286;01/12/2009 11:48;01/12/2009 11:48;Katana;1200;Visa;katie;Ruschlikon;Zurich;True
287;01/06/2009 10:48;01/06/2009 10:48;Katana;1200;Visa;Marina;Minneapolis                 ;MN;True
288;01/06/2009 10:48;01/06/2009 10:48;Katana;1200;Visa;camilla;Chicago                     ;IL;True
289;01/06/2009 10:48;01/06/2009 10:48;Katana;1200;Visa;pirunkit;Petworth;England;True
290;01/06/2009 07:23;01/06/2009 07:23;Katana;1200;Diners;Kathrin;Abu Dhabi;Abu Zaby;True
291;01/01/2009 05:04;01/01/2009 05:04;Katana;1200;Mastercard;Kate;Stockholm;Stockholm;True
292;01/02/2009 06:17;01/02/2009 06:17;Katana;1200;Mastercard;Maie;Queen Creek                 ;AZ;True
293;01/02/2009 04:53;01/02/2009 04:53;Katana;1250;Mastercard;verena;Queen Creek                 ;AZ;True
294;01/02/2009 13:08;01/02/2009 13:08;Katana;1200;Visa;Marie-Christine;Durham                      ;NC;True
295;01/03/2009 14:44;01/03/2009 14:44;Katana;1200;Mastercard;Gabriella;Austin                      ;TX;True
296;01/04/2009 20:11;01/04/2009 20:11;Katana;1200;Mastercard;valerie et nicolas;Glenn Dale                  ;MD;True
297;01/02/2009 20:09;01/02/2009 20:09;Katana;1200;Visa;Nicole;Aardal;Sogn og Fjordane;True
298;01/04/2009 13:17;01/04/2009 13:17;Katana;1200;Visa;Renee;Edinburg                    ;TX;True
299;01/04/2009 14:11;01/04/2009 14:11;Katana;1200;Mastercard;Nicole;South Melbourne;Victoria;True
300;01/05/2009 02:42;01/05/2009 02:42;Katana;1200;Mastercard;Joachim;Fortaleza;Ceara;True
301;01/02/2009 09:16;01/02/2009 09:16;Katana;2310;Visa;Monica ;Weston                      ;CT;True
302;01/02/2009 14:18;01/02/2009 14:18;Katana;3420;Visa;Nanci;Reading;England;True
303;01/04/2009 01:05;01/04/2009 01:05;Katana;4530;Mastercard;Laura;Coconut Grove               ;FL;True
304;01/05/2009 11:37;01/05/2009 11:37;Katana;1200;Visa;ciara and mike;London;England;True
305;01/02/2009 07:35;01/02/2009 07:35;Katana;1200;Visa;Sarah;San Francisco               ;CA;True
306;01/06/2009 12:56;01/06/2009 12:56;Fire Sword;1200;Amex;Paladin;Potomac Falls               ;VA;True
307;01/01/2009 11:05;01/01/2009 11:05;Fire Sword;1200;Mastercard;Royal Paladin;Superior                    ;CO;True
308;01/05/2009 04:10;01/05/2009 04:10;Fire Sword;1200;Mastercard;Master Sorcerer;London;England;True
309;01/06/2009 07:18;01/06/2009 07:18;Fire Sword;1200;Mastercard;Elder Druid;Engleside                   ;VA;True
310;01/02/2009 01:11;01/02/2009 01:11;Fire Sword;1200;Visa;Elite Knight;New Plymouth City;Taranaki;True
311;01/01/2009 02:24;01/01/2009 02:24;Fire Sword;1200;Mastercard;nihan;Roanoke                     ;VA;True
312;01/07/2009 08:08;01/07/2009 08:08;Beholder Shield;1200;Visa;Sorcerer;Norcross                    ;GA;True
313;01/02/2009 02:57;01/02/2009 02:57;Corrente de Andrômeda;1200;Amex;Jonh;Sandy Plains                ;GA;True
314;01/01/2009 20:21;01/01/2009 20:21;Corrente de Andrômeda;1200;Visa;Tracey;Saint Catharines;Ontario;True
315;01/08/2009 00:42;01/08/2009 00:42;Beholder Shield;1200;Visa;Anja;Gainesville                 ;VA;True
316;01/08/2009 03:56;01/08/2009 03:56;Mjolnir;1200;Diners;Thor;Nordstrand;Oslo;True
317;01/08/2009 03:16;01/08/2009 03:16;Excalibur;1200;Visa;Arthur;Arlington                   ;MA;True
318;01/08/2009 01:59;01/08/2009 01:59;Machado do Draven;1200;Diners;Draven;West Hills                  ;CA;True
319;01/03/2009 09:03;01/03/2009 09:03;Pokebola;150;Mastercard;Ash;San Jose                    ;CA;True
320;01/05/2009 13:17;01/05/2009 13:17;Braço de Automail;1200;Visa;Edward;London;England;True
321;01/06/2009 07:46;01/06/2009 07:46;Sabre de Luz;1200;Visa;Luke;Oak Park                    ;MI;True
322;01/08/2009 16:24;01/08/2009 16:24;Tchaco de Madeira;1200;Visa;Bruce Lee;Terrell Hills               ;TX;True
323;01/09/2009 06:39;01/09/2009 06:39;Diamond Sword;1200;Visa;Laura;Jumeira;Dubayy;True
324;01/07/2009 07:44;01/07/2009 07:44;Serra Elétrica;1200;Visa;Jason;Falmouth                    ;VA;True
325;01/03/2009 13:24;01/03/2009 13:24;Crossbow do Daryl;1200;Visa;Daryl;Lurgan;Northern Ireland;True
326;01/07/2009 20:15;01/07/2009 20:15;Morfador Power Ranger;1200;Visa;Tommy;Richmond                    ;TX;True
327;01/09/2009 15:58;01/09/2009 15:58;Pokebola;150;Mastercard;Celina;Den Haag;Zuid-Holland;True
328;01/03/2009 13:11;01/03/2009 13:11;Pokebola;150;Diners;Heather;Ooltewah                    ;TN;True
329;01/10/2009 12:57;01/10/2009 12:57;Pokebola;150;Mastercard;Kathryn;Pacific Beach               ;CA;True
330;01/10/2009 14:43;01/10/2009 14:43;Diamond Sword;1200;Visa;Michele ;Austin                      ;TX;True
331;01/10/2009 12:05;01/10/2009 12:05;Diamond Sword;1200;Visa;Craig;Seattle                     ;WA;True
332;01/06/2009 01:20;01/06/2009 01:20;Diamond Sword;1200;Visa;Kim;Seattle                     ;WA;True
333;01/10/2009 14:56;01/10/2009 14:56;Diamond Sword;1200;Amex;maria;Ottawa;Ontario;True
334;01/07/2009 10:01;01/07/2009 10:01;Diamond Sword;1200;Visa;Elaine;Vienna                      ;VA;True
335;01/01/2009 01:26;01/01/2009 01:26;Diamond Sword;1200;Visa;Madison;Torbay;Auckland;True
336;01/11/2009 02:04;01/11/2009 02:04;Diamond Sword;1200;Visa;Amanda;Shenfield;England;True
337;01/11/2009 14:17;01/11/2009 14:17;Diamond Sword;1200;Visa;Krista;Bergen;Hordaland;True
338;01/10/2009 21:38;01/10/2009 21:38;Diamond Sword;1200;Visa;Sarah;Bolton;England;True
339;01/07/2009 06:18;01/07/2009 06:18;Diamond Sword;1200;Mastercard;Sarah;Sandymount;Dublin;True
340;01/05/2009 00:31;01/05/2009 00:31;Diamond Sword;1200;Visa;Christine;Antwerpen;Antwerpen;True
341;01/02/2009 06:07;01/02/2009 06:07;Diamond Sword;1200;Amex;mary;Nacka;Stockholm;True
342;01/12/2009 03:25;01/12/2009 03:25;Diamond Sword;1200;Visa;Helena;Fremont                     ;CA;True
343;01/04/2009 13:56;01/04/2009 13:56;Diamond Sword;1200;Visa;nina;Warwick;Queensland;True
344;01/12/2009 05:18;01/12/2009 05:18;Diamond Sword;1200;Amex;Mark;Holmdel                     ;NJ;True
345;01/08/2009 15:16;01/08/2009 15:16;Diamond Sword;1200;Visa;alice and rudolf;Baltimore                   ;MD;True
346;01/11/2009 11:33;01/11/2009 11:33;Diamond Sword;1200;Visa;Costanza;Saggart;Dublin;True
347;01/07/2009 20:22;01/07/2009 20:22;Diamond Sword;1200;Mastercard;Yoko;Andover                     ;MA;True
348;01/02/2009 22:00;01/02/2009 22:00;Diamond Sword;1200;Mastercard;Barbara;La Crescenta                ;CA;True
349;01/05/2009 13:52;01/05/2009 13:52;Diamond Sword;1200;Mastercard;Kit;Suwanee                     ;GA;True
350;01/08/2009 20:32;01/08/2009 20:32;Diamond Sword;1200;Amex;linda;Arlington                   ;VA;True
351;01/08/2009 13:34;01/08/2009 13:34;Diamond Sword;1200;Mastercard;Christyna;Calgary;Alberta;True
352;01/11/2009 13:08;01/11/2009 13:08;Diamond Sword;1200;Visa;Alicja ;Kenmore                     ;WA;True
353;01/12/2009 19:04;01/12/2009 19:04;Diamond Sword;1200;Visa;Rachel;Fresno                      ;CA;True
354;01/12/2009 13:41;01/12/2009 13:41;Diamond Sword;1200;Amex;Rachel;Atascadero                  ;CA;True
355;01/11/2009 10:38;01/11/2009 10:38;Diamond Sword;1200;Visa;Jan;Barcelona;Catalonia;True
356;01/11/2009 10:38;01/11/2009 10:38;Diamond Sword;1200;Diners;Karin;High Wycombe;England;True
357;01/11/2009 10:38;01/11/2009 10:38;Diamond Sword;1200;Mastercard;Sharon;Ajax;Ontario;True
358;01/08/2009 13:14;01/08/2009 13:14;Diamond Sword;1200;Mastercard;Anna;New York                    ;NY;True
359;01/02/2009 11:41;01/02/2009 11:41;Diamond Sword;1200;Mastercard;Laura;Fairfield                   ;IA;True
360;01/07/2009 19:50;01/07/2009 19:50;Tchaco de Madeira;1200;Visa;Yana;North Bay;Ontario;True
361;01/01/2009 20:28;01/01/2009 20:28;Tchaco de Madeira;1200;Visa;Katherine;Marietta                    ;GA;True
362;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Diners;Therese;Clontarf;Dublin;True
363;01/11/2009 10:38;01/11/2009 10:38;Tchaco de Madeira;1200;Amex;Francoise ;Danville                    ;PA;True
364;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Amex;Corinne;Anthem                      ;AZ;True
365;01/02/2009 12:18;01/02/2009 12:18;Tchaco de Madeira;1200;Visa;Ec;Clonmel;Tipperary;True
366;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Visa;Carmen;Arlington                   ;VA;True
367;01/06/2009 17:15;01/06/2009 17:15;Tchaco de Madeira;1200;Mastercard;Sandrine;Walnut Creek                ;CA;True
368;01/03/2009 13:56;01/03/2009 13:56;Tchaco de Madeira;1200;Mastercard;asuncion ;Centennial                  ;CO;True
369;01/04/2009 07:54;01/04/2009 07:54;Tchaco de Madeira;1200;Visa;Sophie;Newtown                     ;CT;True
370;01/12/2009 07:28;01/12/2009 07:28;Tchaco de Madeira;1200;Amex;Henrietta;Vancouver;British Columbia;True
371;01/06/2009 15:15;01/06/2009 15:15;Tchaco de Madeira;1200;Visa;DD;York;England;True
372;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Visa;Jennifer;Drogheda;Louth;True
373;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Visa;samuel;Saddle Brook                ;NJ;True
374;01/06/2009 21:13;01/06/2009 21:13;Tchaco de Madeira;1200;Amex;Angelina  Patrick;San Diego                   ;CA;True
375;01/06/2014 20:48;01/06/2014 20:48;Tchaco de Madeira;1200;Visa;Sven;Issaquah                    ;WA;True
376;01/12/2013 19:48;01/12/2013 19:48;Tchaco de Madeira;1200;Visa;Toni;Bolton;England;True
377;01/06/2013 18:48;01/06/2013 18:48;Tchaco de Madeira;1200;Visa;Patrick;Lexington                   ;MA;True
378;01/12/2012 17:48;01/12/2012 17:48;Tchaco de Madeira;1200;Visa;jason;Altadena                    ;CA;True
379;01/06/2012 16:48;01/06/2012 16:48;Tchaco de Madeira;250;Visa;Tabatha;Altadena                    ;CA;True
380;01/12/2011 15:48;01/12/2011 15:48;Tchaco de Madeira;1200;Mastercard;Natasha;Pasadena                    ;CA;True
381;01/06/2011 14:48;01/06/2011 14:48;Tchaco de Madeira;1200;Mastercard;Melinda;Buffalo Grove               ;IL;True
382;01/12/2010 13:48;01/12/2010 13:48;Tchaco de Madeira;1200;Visa;Luc1nda;London;England;True
383;01/06/2010 12:48;01/06/2010 12:48;Tchaco de Madeira;1200;Visa;Kim;Newcastle;Wicklow;True
384;01/12/2009 11:48;01/12/2009 11:48;Kunai;1200;Amex;Britlyn ;Norwalk                     ;CT;True
385;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Diners;Adam;Besancon;Franche-Comte;True
386;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Visa;Mimi;Monte-Carlo; ;True
387;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Visa;Liann;Monaco; ;True
388;01/06/2009 07:23;01/06/2009 07:23;Shuriken;1200;Mastercard;Sarah;Floyds Knobs                ;IN;True
389;01/01/2009 05:04;01/01/2009 05:04;Shuriken;1200;Diners;Naseer;London;England;True
390;01/02/2009 06:17;01/02/2009 06:17;Kunai;1200;Amex;Caroline;Marietta                    ;GA;True
391;01/02/2009 04:53;01/02/2009 04:53;Kunai;1800;Amex;Karena;Marietta                    ;GA;True
392;01/02/2009 13:08;01/02/2009 13:08;Shuriken;1200;Amex;janet;Hon                         ;HI;True
393;01/03/2009 14:44;01/03/2009 14:44;Kunai;1200;Visa;Sandra  Thierry  Zoe;Knoxville                   ;TN;True
394;01/04/2009 20:11;01/04/2009 20:11;Shuriken;1200;Mastercard;Eleanor;Edinburgh;Scotland;True
395;01/02/2009 20:09;01/02/2009 20:09;Shuriken;1200;Visa;Anna;Paris;Ile-de-France;True
396;01/04/2009 13:17;01/04/2009 13:17;Kunai;1200;Visa;Cara ;Humble                      ;TX;True
397;01/04/2009 14:11;01/04/2009 14:11;Kunai;1200;Visa;carolien;Mashpee                     ;MA;True
398;01/05/2009 02:42;01/05/2009 02:42;Shuriken;1200;Mastercard;Ana;Hong Kong; ;True
399;01/02/2009 09:16;01/02/2009 09:16;Kunai;1200;Visa;Patrick;Birmingham                  ;MI;True
400;01/02/2009 14:18;01/02/2009 14:18;Shuriken;1200;Visa;Heidi;St Augustine                ;FL;True
401;01/04/2009 01:05;01/04/2009 01:05;Shuriken;1200;Visa;Tom;Salt Lake City              ;UT;True
402;01/05/2009 11:37;01/05/2009 11:37;Kunai;1200;Amex;Justine;Seattle                     ;WA;True
403;01/02/2009 07:35;01/02/2009 07:35;Kunai;1200;Visa;isabel;Ruti;Zurich;True
404;01/06/2009 12:56;01/06/2009 12:56;Shuriken;1200;Visa;Fatima;Rogers                      ;AR;True
405;01/01/2009 11:05;01/01/2009 11:05;Kunai;1200;Visa;Judy;Dun Laoghaire;Dublin;True
406;01/05/2009 04:10;01/05/2009 04:10;Shuriken;1200;Visa;Glenn;Perth;Scotland;True
407;01/06/2009 07:18;01/06/2009 07:18;Shuriken;1200;Amex;Family in;London;England;True
408;01/02/2009 01:11;01/02/2009 01:11;Kunai;1200;Visa;Lauren;Gries;Rhineland-Palatinate;True
409;01/01/2009 02:24;01/01/2009 02:24;Kunai;1200;Visa;Jodi;Sutton Valence;England;True
410;01/07/2009 08:08;01/07/2009 08:08;Shuriken;1200;Mastercard;simone;Lyngby;Kobenhavn;True
411;01/02/2009 02:57;01/02/2009 02:57;Kunai;1200;Diners;Sonja;Alpine                      ;NJ;True
412;01/01/2009 20:21;01/01/2009 20:21;Shuriken;1200;Mastercard;Shane;Zurich;Zurich;True
413;01/08/2009 00:42;01/08/2009 00:42;Shuriken;1200;Mastercard;Cleo;Pacific Palisades           ;CA;True
414;01/08/2009 03:56;01/08/2009 03:56;Kunai;1200;Diners;Benoit;Fort Saint James;British Columbia;True
415;01/08/2009 03:16;01/08/2009 03:16;Kunai;1200;Amex;Claire;Versoix;Geneve;True
416;01/08/2009 01:59;01/08/2009 01:59;Shuriken;1200;Visa;Claire;Trumansburg                 ;NY;True
417;01/03/2009 09:03;01/03/2009 09:03;Kunai;1200;Visa;Lindsey;Kennett Square              ;PA;True
418;01/05/2009 13:17;01/05/2009 13:17;Shuriken;1200;Visa;jennifer;Morro Bay                   ;CA;True
419;01/06/2009 07:46;01/06/2009 07:46;Shuriken;1200;Visa;Amy;Parramatta;New South Wales;True
420;01/08/2009 16:24;01/08/2009 16:24;Kunai;1200;Mastercard;Whitney;Dumbleton;England;True
421;01/09/2009 06:39;01/09/2009 06:39;Kunai;1200;Visa;Astrid;Altlengbach;Lower Austria;True
422;01/07/2009 07:44;01/07/2009 07:44;Shuriken;1200;Visa;jo;Ballincollig;Cork;True
423;01/03/2009 13:24;01/03/2009 13:24;Kunai;1200;Visa;Michelle;Ballincollig;Cork;True
424;01/07/2009 20:15;01/07/2009 20:15;Shuriken;1200;Mastercard;TG;Zagore;Stara Zagora;True
425;01/09/2009 15:58;01/09/2009 15:58;Shuriken;1200;Mastercard;Emily;Vecmilgravis;Riga;True
426;01/03/2009 13:11;01/03/2009 13:11;Kunai;1200;Visa;Sarah;Ornex;Rhone-Alpes;True
427;01/10/2009 12:57;01/10/2009 12:57;Kunai;1200;Visa;sherry;Las Vegas                   ;NV;True
428;01/10/2009 14:43;01/10/2009 14:43;Shuriken;1200;Mastercard;Carmela;Hannover;Lower Saxony;True
429;01/10/2009 12:05;01/10/2009 12:05;Kunai;1200;Diners;Matt;N Woodmere                  ;NY;True
430;01/06/2009 01:20;01/06/2009 01:20;Shuriken;1200;Visa;Karen;Madrid;Madrid;True
431;01/10/2009 14:56;01/10/2009 14:56;Shuriken;1200;Visa;Joanne;Castlebar;Mayo;True
432;01/07/2009 10:01;01/07/2009 10:01;Kunai;1200;Visa;Stephanie;Fairfax                     ;CA;True
433;01/01/2009 01:26;01/01/2009 01:26;Kunai;1200;Visa;Hurst;Chandler                    ;AZ;True
434;01/11/2009 02:04;01/11/2009 02:04;Shuriken;1200;Visa;Liza;Dammeron Valley             ;UT;True
435;01/11/2009 14:17;01/11/2009 14:17;Kunai;1200;Mastercard;Michele;Buffalo                     ;NY;True
436;01/10/2009 21:38;01/10/2009 21:38;Shuriken;1200;Amex;cath;Warwick                     ;NY;True
437;01/07/2009 06:18;01/07/2009 06:18;Shuriken;1200;Amex;Andrea ;San Mateo                   ;CA;True
438;01/05/2009 00:31;01/05/2009 00:31;Kunai;1200;Mastercard;Sabine;Milton Keynes;England;True
439;01/02/2009 06:07;01/02/2009 06:07;Kunai;1200;Mastercard;Aideen and Jonathan;Kecskemet;Bacs-Kiskun;True
440;01/12/2009 03:25;01/12/2009 03:25;Shuriken;1200;Visa;George;Nakskov;Storstrom;True
441;01/04/2009 13:56;01/04/2009 13:56;Kunai;1200;Visa;Helen;Aloma                       ;FL;True
442;01/12/2009 05:18;01/12/2009 05:18;Shuriken;1200;Diners;C;Chandler                    ;AZ;True
443;01/08/2009 15:16;01/08/2009 15:16;Shuriken;1200;Visa;chris;Kjobenhavn;Staden Kobenhavn;True
444;01/11/2009 11:33;01/11/2009 11:33;Kunai;1200;Visa;maggie;Stockton;England;True
445;01/07/2009 20:22;01/07/2009 20:22;Kunai;1200;Amex;Mareike;Cumming                     ;GA;True
446;01/02/2009 22:00;01/02/2009 22:00;Shuriken;1200;Visa;lamia;Little Compton              ;RI;True
447;01/05/2009 13:52;01/05/2009 13:52;Kunai;1200;Visa;Madhu;Centennial                  ;CO;True
448;01/08/2009 20:32;01/08/2009 20:32;Shuriken;1200;Visa;sandhya;Centennial                  ;CO;True
449;01/08/2009 13:34;01/08/2009 13:34;Shuriken;1200;Amex;Kimberly;Herndon                     ;VA;True
450;01/11/2009 13:08;01/11/2009 13:08;Kunai;1200;Visa;Tania;Vista                       ;CA;True
451;01/12/2009 19:04;01/12/2009 19:04;Kunai;1200;Visa;andrea;Oostburg                    ;WI;True
452;01/12/2009 13:41;01/12/2009 13:41;Shuriken;1200;Mastercard;John;Griffith;New South Wales;True
453;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Visa;Nona;South Jordan                ;UT;True
454;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Visa;Oswald;Tramore;Waterford;True
455;01/11/2009 10:38;01/11/2009 10:38;Shuriken;900;Visa;Elyssa;Gdansk;Pomorskie;True
456;01/08/2009 13:14;01/08/2009 13:14;Kunai;1200;Visa;michelle;Arklow;Wicklow;True
457;01/02/2009 11:41;01/02/2009 11:41;Kunai;1200;Mastercard;Alicia;Lincoln                     ;NE;True
458;01/07/2009 19:50;01/07/2009 19:50;Shuriken;1200;Mastercard;JP;Tierp;Uppsala;True
459;01/01/2009 20:28;01/01/2009 20:28;Kunai;1200;Mastercard;sandra;Burr Oak                    ;IA;True
460;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Visa;Olivia;Wheaton                     ;IL;True
461;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1500;Visa;Annette ;Manhattan                   ;NY;True
462;01/03/2009 15:22;01/03/2009 15:22;Kunai;1800;Visa;SUSAN;Oxford;England;True
463;01/02/2009 12:18;01/02/2009 12:18;Kunai;2100;Visa;ashton;Exeter;England;True
464;01/03/2009 15:22;01/03/2009 15:22;Shuriken;2400;Visa;Scott;Rungsted;Frederiksborg;True
465;01/06/2009 17:15;01/06/2009 17:15;Kunai;2700;Visa;Lisa ;Borja;Bohol;True
466;01/03/2009 13:56;01/03/2009 13:56;Shuriken;3000;Visa;Richard;Jamestown                   ;RI;True
467;01/04/2009 07:54;01/04/2009 07:54;Shuriken;3300;Visa;Jasinta Jeanne;Owings Mills                ;MD;True
468;01/12/2009 07:28;01/12/2009 07:28;Kunai;3600;Visa;Rachel;Hamilton;Ontario;True
469;01/06/2009 15:15;01/06/2009 15:15;Kunai;3900;Amex;Cherish ;Anchorage                   ;AK;True
470;01/03/2009 15:22;01/03/2009 15:22;Shuriken;4200;Visa;Shona ;Mornington;Meath;True
471;01/03/2009 15:22;01/03/2009 15:22;Kunai;4500;Mastercard;Abikay;Fullerton                   ;CA;True
472;01/06/2009 21:13;01/06/2009 21:13;Shuriken;4800;Amex;Abikay;Atlanta                     ;GA;True
473;01/06/2014 20:48;01/06/2014 20:48;Shuriken;5100;Visa;amanda;Liverpool;England;True
474;01/12/2013 19:48;01/12/2013 19:48;Kunai;5400;Amex;amanda;Las Vegas                   ;NV;True
475;01/06/2013 18:48;01/06/2013 18:48;Kunai;1200;Visa;Stacy;Rochester Hills             ;MI;True
476;01/12/2012 17:48;01/12/2012 17:48;Shuriken;1200;Visa;Ruangrote;Melbourne;Victoria;True
477;01/06/2012 16:48;01/06/2012 16:48;Kunai;1200;Amex;pamela;Ayacucho;Buenos Aires;True
478;01/12/2011 15:48;01/12/2011 15:48;Shuriken;1200;Visa;sangeeta;Vossevangen;Hordaland;True
479;01/06/2011 14:48;01/06/2011 14:48;Shuriken;1200;Visa;Anja;Ferney-Voltaire;Rhone-Alpes;True
480;01/12/2010 13:48;01/12/2010 13:48;Kunai;1200;Mastercard;Andrew;Sevilla;Andalucia;True
481;01/06/2010 12:48;01/06/2010 12:48;Kunai;1200;Visa;Bato;Munchengosserstadt;Thuringia;True
482;01/12/2009 11:48;01/12/2009 11:48;Shuriken;1200;Mastercard;Ailsa ;Lindenhurst                 ;NY;True
483;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Visa;Sophie;Bloomfield                  ;MI;True
484;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Visa;Katrin;Calgary;Alberta;True
485;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Visa;Tomasz;Klampenborg;Kobenhavn;True
486;01/06/2009 07:23;01/06/2009 07:23;Kunai;1200;Visa;Elizabeth;Calne;England;True
487;01/01/2009 05:04;01/01/2009 05:04;Kunai;1200;Mastercard;Nicole;Fayetteville                ;NC;True
488;01/02/2009 06:17;01/02/2009 06:17;Shuriken;1200;Visa;Ryan;Simpsonville                ;SC;True
489;01/02/2009 04:53;01/02/2009 04:53;Kunai;1200;Visa;Mary ;Auckland;Auckland;True
490;01/02/2009 13:08;01/02/2009 13:08;Shuriken;1200;Diners;Aaron;Reading;England;True
491;01/03/2009 14:44;01/03/2009 14:44;Shuriken;1200;Visa;Bertrand;North Caldwell              ;NJ;True
492;01/04/2009 20:11;01/04/2009 20:11;Kunai;1200;Mastercard;Zoe;Coventry;England;True
493;01/02/2009 20:09;01/02/2009 20:09;Kunai;1200;Mastercard;Trine Marie;Orillia;Ontario;True
494;01/04/2009 13:17;01/04/2009 13:17;Shuriken;1200;Diners;Kim;Paris;Ile-de-France;True
495;01/04/2009 14:11;01/04/2009 14:11;Kunai;1200;Visa;John ;San Jose                    ;CA;True
496;01/05/2009 02:42;01/05/2009 02:42;Shuriken;1200;Visa;Rich;Ingelheim-Mitte;Rhineland-Palatinate;True
497;01/02/2009 09:16;01/02/2009 09:16;Shuriken;1200;Diners;Kayla;Leamington Spa;England;True
498;01/02/2009 14:18;01/02/2009 14:18;Kunai;1200;Visa;Richard and Comfort;Regensdorf;Zurich;True
499;01/04/2009 01:05;01/04/2009 01:05;Kunai;1200;Visa;Eric;Melbourne;Victoria;True
